area,quartos,banheiros,vagas,valor_total
95,2,1,1,4559
95,2,1,1,3210
65,2,2,1,3941
72,2,1,2,3876
71,2,1,1,4321
61,2,2,2,4494
85,2,2,1,3441
100,2,3,1,3995
70,2,2,0,3841
70,2,1,1,5618
120,2,3,0,4441
110,2,1,1,4551
80,2,3,0,5081
120,2,2,3,6366
82,2,1,1,4423
135,2,2,1,4514
100,2,1,0,4107
65,2,2,2,4633
97,2,3,2,4353
38,2,2,1,4892
75,2,1,0,4178
70,2,2,2,4826
53,2,1,1,4079
61,2,1,1,5623
87,2,2,2,4201
85,2,2,1,4145
85,2,3,1,4145
74,2,2,2,4482
60,2,1,1,4009
60,2,1,1,3948
94,2,2,2,3773
52,2,1,1,4182
110,2,2,0,5007
67,2,2,2,4078
300,2,1,2,3193
85,2,2,0,6853
100,2,2,1,2968
125,2,2,1,3235
76,2,2,2,4819
68,2,2,2,4740
80,2,3,2,4634
74,2,2,2,4707
60,2,1,1,3967
82,2,1,1,4304
102,2,2,1,5203
85,2,3,1,3519
88,2,1,1,4394
70,2,2,1,5334
75,2,1,1,3928
93,2,2,1,5978
60,2,2,1,5682
64,2,2,2,4366
86,2,2,2,4114
178,2,1,1,6384
134,2,2,1,5176
88,2,3,2,7859
50,2,1,1,4444
60,2,2,1,4294
68,2,2,1,4179
260,2,4,4,8344
140,2,3,2,4157
90,2,1,1,4554
73,2,2,1,4745
120,2,2,2,5320
94,2,2,1,4637
111,2,2,1,5120
142,2,3,2,5487
64,2,2,2,4410
91,2,2,1,4798
58,2,1,1,3994
95,2,2,0,4188
105,2,2,0,4829
67,2,2,1,4185
63,2,2,1,4378
65,2,2,2,4452
85,2,1,0,4474
62,2,2,1,4124
93,2,2,2,4545
55,2,1,1,4464
70,2,2,1,5337
160,2,2,4,3137
58,2,2,2,3892
150,2,2,1,3000
78,2,2,2,4150
90,2,1,0,4709
57,2,1,1,4220
188,2,3,8,3559
80,2,2,5,3105
180,2,2,5,3048
200,2,2,0,3055
274,2,3,4,3369
110,2,2,1,4756
300,2,3,2,12440
300,2,2,0,3338
80,2,2,1,4763
81,2,2,1,4386
80,2,2,1,4850
74,2,2,0,4961
64,2,1,1,3546
70,2,2,4,3236
120,2,1,1,3326
98,2,2,1,5371
70,2,2,0,3796
112,2,3,2,5934
87,2,2,1,4905
160,2,4,2,4296
90,2,2,0,5701
79,2,2,1,5207
87,2,3,2,5298
70,2,1,0,3046
72,2,2,1,4694
84,2,2,2,4093
110,2,3,0,3672
51,2,1,1,4472
50,2,2,1,4729
80,2,2,1,5206
65,2,2,0,4000
71,2,3,2,4297
114,2,2,1,5447
72,2,2,2,4081
150,2,3,3,3360
83,2,2,2,4781
70,2,2,1,4860
180,2,3,2,3499
76,2,2,1,5115
90,2,2,0,5798
127,2,3,1,3264
60,2,2,2,4741
90,2,2,1,4809
70,2,1,1,4554
110,2,1,1,5299
90,2,2,1,5302
86,2,1,1,5109
115,2,2,2,5503
65,2,1,1,5085
80,2,2,1,5092
127,2,3,2,5137
100,2,1,2,3316
194,2,3,0,4392
60,2,2,1,4731
130,2,1,1,5218
135,2,2,2,5279
300,2,4,2,3299
80,2,2,1,3979
110,2,2,2,6300
70,2,2,2,4164
70,2,1,1,4924
300,2,3,2,3249
80,2,1,1,25180
169,2,1,1,2905
350,2,4,8,3800
128,2,3,3,6450
59,2,2,0,4473
100,2,1,2,3667
135,2,3,2,3417
81,2,1,1,5421
50,2,1,1,4449
200,2,1,0,2850
100,2,1,1,4112
65,2,2,2,5333
60,2,2,1,5931
60,2,2,1,4719
100,2,2,1,5341
145,2,2,1,5514
92,2,1,1,4691
122,2,2,2,6402
118,2,2,1,5872
70,2,2,0,4901
130,2,3,2,6068
89,2,2,2,5961
70,2,2,2,6068
140,2,3,2,5901
90,2,3,1,4691
130,2,2,0,5439
53,2,1,1,4543
84,2,1,2,5091
100,2,3,2,5536
99,2,2,2,4763
94,2,2,2,5106
147,2,2,1,5765
96,2,2,2,5124
60,2,2,1,4601
140,2,2,2,5315
104,2,2,1,5161
140,2,2,1,6101
52,2,2,1,5254
82,2,2,2,4721
61,2,2,1,4949
72,2,2,1,4961
120,2,2,2,6751
98,2,1,0,4695
150,2,3,4,6452
70,2,2,1,5436
90,2,2,1,5836
90,2,1,0,4054
106,2,2,1,5925
96,2,1,1,3525
58,2,1,0,4752
110,2,2,0,4252
69,2,2,1,5386
102,2,2,2,3700
83,2,3,2,3920
206,2,1,3,3767
70,2,2,1,4916
98,2,3,3,5378
104,2,2,2,6383
240,2,2,4,3915
80,2,2,0,5118
110,2,2,1,3678
120,2,1,1,3653
110,2,2,0,3587
100,2,4,1,4100
57,2,2,1,4843
90,2,2,2,4804
53,2,1,1,4746
405,2,3,0,8253
65,2,1,0,4557
61,2,2,1,5152
110,2,2,0,5432
80,2,2,2,5267
76,2,1,1,5427
159,2,2,1,5741
104,2,2,2,5564
92,2,3,2,5789
160,2,3,2,5989
250,2,3,2,3903
135,2,3,3,6313
63,2,2,1,5275
77,2,2,2,5595
128,2,3,1,5234
99,2,1,1,5780
145,2,2,1,5097
96,2,1,1,5553
89,2,3,3,5757
47,2,2,0,5413
130,2,2,1,5555
99,2,1,1,3935
70,2,2,1,6305
100,2,2,2,5343
96,2,1,0,5386
94,2,3,2,6381
75,2,2,2,5463
63,2,2,1,4776
62,2,2,1,4857
93,2,2,3,5054
64,2,2,2,6298
115,2,2,0,8239
82,2,2,0,5396
149,2,3,3,7044
108,2,4,2,6369
200,2,3,1,6308
90,2,2,2,5559
70,2,2,0,3948
60,2,2,1,5208
80,2,2,1,5808
70,2,2,1,5342
100,2,1,1,4128
76,2,2,2,5458
115,2,2,1,6558
260,2,2,2,4425
74,2,3,1,5843
63,2,2,1,5478
108,2,2,1,6208
50,2,1,1,5383
250,2,3,2,3558
98,2,2,0,5158
57,2,2,1,5178
80,2,1,1,5026
340,2,3,2,5876
58,2,2,1,5252
58,2,2,1,5215
91,2,3,2,6502
80,2,2,2,6011
95,2,3,2,6364
73,2,1,1,5200
160,2,1,2,4135
110,2,3,1,5652
136,2,4,2,6643
130,2,1,1,4061
161,2,2,3,8486
82,2,2,2,4981
110,2,2,0,5738
155,2,3,2,4438
200,2,3,2,4257
160,2,1,3,4061
90,2,2,2,4162
90,2,2,0,5927
90,2,2,2,6213
74,2,2,2,5483
107,2,1,0,5548
70,2,2,1,6368
68,2,2,1,5730
85,2,2,0,5813
65,2,2,1,6940
80,2,2,2,6264
190,2,2,4,4264
74,2,2,2,6184
100,2,2,0,6213
140,2,3,1,6620
62,2,2,1,6025
150,2,3,3,4314
67,2,2,2,5908
162,2,2,1,7413
162,2,2,1,6484
305,2,3,0,9231
114,2,2,2,6262
170,2,2,1,6519
65,2,2,2,6174
350,2,2,2,4515
300,2,3,2,8685
59,2,1,0,6709
80,2,2,1,9445
96,2,1,0,5946
110,2,2,1,8982
100,2,1,1,6765
80,2,2,1,5849
170,2,3,1,6849
54,2,2,0,7570
200,2,2,6,4860
85,2,2,1,6635
90,2,2,1,4982
200,2,3,2,8018
250,2,2,8,5027
211,2,2,2,5321
84,2,2,1,6295
230,2,1,8,5288
80,2,1,0,6003
250,2,4,8,4894
100,2,2,1,4694
83,2,1,8,5024
93,2,3,2,6366
198,2,2,2,7590
137,2,2,1,5080
76,2,2,2,6778
127,2,2,2,7481
93,2,1,1,6665
185,2,3,3,9004
93,2,2,2,7061
196,2,3,3,8853
80,2,2,2,6570
76,2,2,0,6778
63,2,1,2,6990
140,2,1,1,7870
24,2,2,1,6704
108,2,2,1,7676
70,2,2,0,7324
97,2,2,0,6871
130,2,2,1,6739
76,2,1,1,6371
80,2,2,1,6893
71,2,2,1,8255
72,2,2,2,6314
81,2,3,2,8381
100,2,2,2,7243
60,2,2,1,6697
60,2,2,1,6885
100,2,2,1,5194
225,2,2,3,5323
89,2,3,1,6337
87,2,3,2,6530
78,2,2,2,7608
78,2,1,2,5975
170,2,3,3,7492
79,2,2,2,7055
200,2,2,1,5076
82,2,1,0,5085
100,2,4,2,8083
170,2,3,3,8943
108,2,1,3,5336
140,2,1,2,5660
65,2,1,0,6927
65,2,2,1,7307
130,2,4,3,8544
139,2,3,1,7150
178,2,4,3,8727
310,2,6,3,9141
195,2,3,1,7911
75,2,1,1,8742
60,2,2,1,7957
84,2,2,0,7177
100,2,3,2,7318
65,2,2,2,8077
213,2,2,3,5228
70,2,2,1,9713
95,2,3,0,8048
90,2,2,0,7150
83,2,3,2,11060
140,2,3,4,8966
130,2,2,2,8665
79,2,1,2,7035
260,2,5,4,4655
84,2,2,0,8334
110,2,4,2,9056
68,2,2,0,7175
336,2,2,2,10340
95,2,2,2,8099
120,2,3,2,5482
90,2,2,1,7572
170,2,2,5,6183
240,2,3,1,8913
100,2,2,2,8325
150,2,1,2,5583
96,2,2,2,7933
75,2,2,2,8684
140,2,4,2,8008
74,2,1,2,8208
140,2,3,2,9651
87,2,2,1,7896
140,2,2,2,8086
65,2,2,1,8314
92,2,1,1,6947
93,2,1,2,8647
380,2,4,0,13240
418,2,4,3,12350
84,2,3,2,7787
178,2,4,2,10280
120,2,3,2,9269
114,2,3,1,8168
64,2,2,1,8497
50,2,2,2,8880
300,2,4,2,6510
85,2,1,0,8356
117,2,2,1,8001
205,2,2,0,8783
85,2,3,1,8336
78,2,2,1,8982
88,2,2,1,8593
160,2,3,2,6193
80,2,1,1,8679
69,2,1,0,9896
130,2,2,2,10580
65,2,2,1,8833
96,2,2,2,9351
160,2,2,2,10250
80,2,2,1,12280
126,2,2,1,9817
100,2,3,3,9197
129,2,2,2,8309
80,2,2,2,12430
230,2,3,3,11310
163,2,3,2,10040
150,2,2,3,12760
116,2,2,2,9567
100,2,2,5,7570
85,2,2,1,12460
113,2,2,1,10170
80,2,1,1,10930
128,2,1,1,9817
98,2,3,2,10980
180,2,3,1,11810
270,2,2,3,10960
115,2,2,1,11740
135,2,2,1,10470
160,2,3,3,8030
140,2,4,1,11510
100,2,2,1,11800
117,2,3,3,11180
98,2,2,0,11040
103,2,3,2,16620
170,2,3,2,6908
85,2,2,1,13380
147,2,3,2,8491
260,2,5,5,9538
84,2,2,2,11190
138,2,3,2,11970
120,2,3,2,10050
90,2,2,2,11530
126,2,3,1,12440
80,2,2,1,11440
145,2,3,2,12710
156,2,4,2,13340
97,2,2,0,11430
106,2,2,2,12240
80,2,2,2,13140
172,2,4,3,13320
200,2,2,2,14600
63,2,2,1,12270
107,2,4,2,13360
120,2,3,2,13700
345,2,3,2,16590
147,2,3,2,14150
90,2,2,2,14310
120,2,2,0,13270
120,2,2,2,14020
135,2,3,2,15000
220,2,2,3,11410
140,2,2,1,14940
180,2,3,2,12660
200,2,4,3,18020
199,2,3,3,15380
200,2,3,1,16090
100,2,3,2,13130
113,2,3,2,15450
156,2,3,2,16090
137,2,3,2,17520
160,2,3,2,16540
100,2,2,0,11280
152,2,2,1,16440
200,2,3,2,17560
340,2,4,3,21010
162,2,3,3,18350
162,2,2,3,17300
200,2,5,2,18580
200,2,4,3,17920
148,2,3,3,16760
200,2,4,1,16060
115,3,2,1,2140
85,3,2,1,2147
68,3,1,1,2129
90,3,2,1,2290
88,3,1,1,1546
100,3,1,0,2524
120,3,3,2,2247
110,3,1,1,1997
104,3,1,0,1328
80,3,1,1,1768
223,3,3,0,3534
73,3,1,1,1215
70,3,2,1,2118
74,3,1,1,1182
100,3,2,0,1715
60,3,2,1,1313
150,3,1,1,1041
73,3,1,1,1215
350,3,3,3,15930
74,3,1,1,1426
67,3,1,1,1293
72,3,1,1,1298
65,3,1,1,1226
75,3,2,1,1192
82,3,1,2,1242
65,3,1,1,1141
68,3,2,1,1138
68,3,1,2,1032
68,3,1,2,1904
70,3,1,1,1933
110,3,3,1,2413
60,3,1,1,1374
90,3,2,1,1943
65,3,2,1,1295
71,3,2,2,1792
94,3,1,0,1813
70,3,1,0,1398
76,3,2,1,1607
100,3,3,2,3123
65,3,1,1,1294
62,3,1,1,1282
74,3,1,1,1417
65,3,2,2,1196
70,3,2,1,1410
105,3,2,2,2964
80,3,1,0,1543
90,3,1,1,2056
92,3,2,2,2771
75,3,1,1,1641
60,3,1,2,1502
51,3,1,1,1431
70,3,1,2,1244
100,3,1,1,2197
68,3,1,1,1719
68,3,2,1,1976
59,3,1,1,1195
72,3,1,1,1608
53,3,1,0,1312
82,3,2,1,1488
65,3,1,1,3084
56,3,1,1,1395
76,3,1,1,1661
74,3,2,1,1860
62,3,1,1,1864
70,3,1,1,1174
70,3,1,1,1637
63,3,1,1,1279
51,3,1,1,1211
90,3,2,1,1348
98,3,2,2,1457
113,3,3,1,1553
62,3,2,1,1408
75,3,2,1,1495
85,3,1,0,1415
60,3,2,1,1602
73,3,1,1,1802
120,3,2,1,1060
70,3,1,1,1453
57,3,2,1,1418
70,3,1,1,1455
65,3,1,1,1290
75,3,1,1,1355
109,3,1,1,2214
102,3,2,2,2265
75,3,1,1,1439
96,3,1,0,1357
87,3,2,1,2018
80,3,2,0,1767
90,3,2,2,3035
125,3,2,0,1435
70,3,2,1,1908
119,3,1,1,2242
98,3,2,1,2060
90,3,2,1,1596
82,3,2,1,1966
200,3,4,1,3356
70,3,2,1,1535
69,3,1,1,1628
87,3,1,1,2010
76,3,2,0,2511
100,3,1,1,1366
80,3,2,1,1643
70,3,1,0,1595
60,3,2,1,1582
100,3,2,1,2475
120,3,1,0,1433
110,3,2,1,2766
70,3,1,1,1766
64,3,1,1,1796
70,3,1,1,1765
70,3,1,1,1766
71,3,2,1,1561
99,3,2,0,2666
79,3,2,0,1837
184,3,3,1,1748
70,3,1,1,1356
73,3,2,3,2521
70,3,1,0,1595
70,3,1,1,1967
62,3,1,1,1966
82,3,2,2,1485
74,3,2,2,2216
95,3,2,2,3272
80,3,2,1,1720
119,3,2,2,3078
70,3,1,1,1967
100,3,2,2,2181
98,3,1,0,1550
124,3,1,0,2516
75,3,1,0,1518
105,3,2,1,1851
126,3,2,2,4716
62,3,1,1,2085
100,3,1,0,1947
90,3,1,0,1347
90,3,2,1,2366
90,3,2,0,1558
118,3,3,1,1685
83,3,2,2,1579
89,3,1,0,1833
62,3,2,1,1792
79,3,2,2,2049
86,3,1,0,2155
75,3,1,1,1524
55,3,1,1,1775
87,3,1,0,2147
150,3,2,1,2957
100,3,2,1,2083
87,3,2,3,2496
70,3,2,1,1853
90,3,2,0,2767
70,3,1,1,1527
64,3,2,0,2268
76,3,1,1,1889
85,3,2,1,2042
127,3,3,0,2646
100,3,1,0,2695
70,3,1,1,1541
50,3,1,1,1477
136,3,2,1,1923
70,3,2,1,2022
69,3,1,1,1642
70,3,1,1,2016
140,3,3,1,2388
87,3,2,1,2468
103,3,2,2,3170
70,3,1,1,1784
140,3,2,1,2563
71,3,2,2,1689
69,3,1,2,1548
69,3,1,1,2102
114,3,2,1,2561
120,3,1,1,1235
200,3,3,4,4378
100,3,2,1,2182
102,3,2,1,3408
62,3,1,2,2324
63,3,2,2,1588
68,3,1,1,2118
89,3,2,1,1786
88,3,1,2,2138
65,3,1,1,2101
78,3,1,1,2118
67,3,2,1,1658
97,3,3,1,1747
80,3,2,2,3001
80,3,1,1,1941
70,3,2,1,1607
68,3,1,1,2103
100,3,1,1,2118
90,3,2,1,1698
75,3,2,1,1894
60,3,1,1,1585
120,3,2,2,1819
80,3,3,1,2589
80,3,2,1,2164
130,3,4,1,2953
95,3,2,2,1751
70,3,1,1,1855
76,3,2,2,2488
80,3,1,1,1715
90,3,2,1,2468
64,3,1,0,1661
64,3,1,0,1661
73,3,1,1,2247
162,3,1,0,1826
71,3,2,1,1897
95,3,2,1,2270
60,3,1,1,1999
170,3,5,3,7561
90,3,2,0,1890
100,3,1,2,1796
113,3,2,2,2248
77,3,2,1,1583
87,3,2,1,2726
80,3,2,1,2619
100,3,3,1,1719
68,3,1,1,1899
75,3,2,2,2024
120,3,2,0,2927
128,3,2,2,2160
103,3,2,1,2009
100,3,1,1,1908
70,3,2,1,1762
100,3,1,1,2261
160,3,3,2,3589
85,3,2,1,1945
81,3,2,1,1734
96,3,2,1,2579
75,3,2,1,2195
80,3,2,1,2410
67,3,2,1,2148
80,3,3,1,2081
82,3,2,1,2487
60,3,1,1,2040
100,3,2,1,2370
100,3,2,1,1868
88,3,2,0,1515
170,3,2,4,6328
85,3,2,1,2498
96,3,1,1,1254
150,3,2,1,1507
82,3,3,2,2223
100,3,1,1,1905
132,3,3,2,1727
70,3,1,1,2137
64,3,2,2,2084
78,3,2,2,2570
85,3,2,2,2134
120,3,2,2,1951
85,3,2,1,1793
186,3,1,0,3384
73,3,2,2,2536
90,3,1,1,1826
102,3,1,1,3554
80,3,2,0,1912
75,3,2,1,2229
90,3,2,1,2523
102,3,3,1,2725
82,3,2,2,2779
70,3,2,0,1570
118,3,2,0,1941
68,3,2,1,2564
84,3,1,1,2227
85,3,2,1,2055
110,3,2,2,3418
90,3,1,0,1910
89,3,2,2,2725
82,3,3,2,2223
82,3,1,1,2336
82,3,2,2,2482
61,3,2,0,2016
105,3,2,2,2005
80,3,2,2,1840
100,3,2,1,2370
100,3,2,2,2667
68,3,2,2,2143
84,3,1,1,1820
70,3,1,0,1320
93,3,1,2,2020
80,3,1,0,1905
93,3,3,2,1896
75,3,2,2,2355
126,3,2,2,2621
92,3,1,1,1965
130,3,3,2,3485
90,3,2,2,2771
118,3,2,0,3125
109,3,1,1,1963
78,3,2,1,2333
67,3,2,1,1882
90,3,2,2,2127
90,3,2,1,2192
103,3,2,2,3310
75,3,2,2,3033
73,3,2,1,2356
72,3,1,1,2082
95,3,2,2,2930
62,3,1,1,2046
74,3,2,2,2098
80,3,2,1,2116
160,3,2,2,2940
105,3,2,2,3006
96,3,2,2,3409
70,3,2,2,2021
12732,3,2,0,2417
100,3,2,1,2121
98,3,2,0,2242
80,3,2,3,2946
84,3,2,2,2829
500,3,1,2,1410
90,3,2,1,2768
84,3,3,2,2829
76,3,2,0,2455
70,3,2,1,2105
90,3,1,0,2406
250,3,3,2,4178
130,3,2,1,3857
100,3,2,2,2145
90,3,2,2,2052
120,3,1,0,2737
148,3,2,0,2434
60,3,1,1,2360
90,3,3,1,2585
45,3,1,0,1449
70,3,2,2,2783
80,3,3,1,2681
100,3,1,2,1941
60,3,2,1,2182
84,3,1,0,1596
66,3,2,1,1962
150,3,2,2,2670
95,3,2,2,1967
70,3,2,0,1812
70,3,1,2,2389
90,3,1,0,1807
69,3,2,1,2017
150,3,2,0,2647
233,3,3,0,2588
180,3,3,1,5622
70,3,2,1,2105
93,3,2,2,2452
150,3,2,1,1472
90,3,2,1,2081
110,3,2,0,2195
85,3,2,1,2275
97,3,2,2,3447
67,3,2,1,2502
167,3,3,3,4581
92,3,1,0,1885
100,3,1,1,2234
127,3,2,2,2682
83,3,2,2,2220
90,3,2,2,3267
130,3,2,0,1432
85,3,1,1,1959
96,3,3,2,2688
75,3,2,1,1966
75,3,2,1,1825
60,3,1,0,2352
100,3,2,1,2122
100,3,2,2,2145
88,3,2,1,2747
92,3,3,2,2669
63,3,2,0,2373
131,3,2,2,3920
70,3,1,1,2293
90,3,1,1,1384
120,3,2,2,2069
120,3,2,2,2068
103,3,2,1,2821
140,3,2,0,4697
80,3,2,1,2791
120,3,1,1,2553
65,3,1,1,2333
55,3,1,1,2544
74,3,2,1,2643
80,3,2,2,2610
98,3,2,2,3566
120,3,1,2,2113
75,3,2,1,2064
90,3,1,1,1923
82,3,2,2,3513
165,3,2,1,3217
89,3,2,1,2683
100,3,3,1,2143
85,3,2,2,2569
60,3,1,0,1869
117,3,1,1,1931
90,3,2,1,2867
160,3,3,2,1873
60,3,1,1,2473
178,3,2,2,2187
90,3,2,1,2742
95,3,2,0,1614
85,3,2,1,3380
68,3,2,1,2300
80,3,2,1,2361
100,3,3,2,2687
81,3,2,1,2234
84,3,2,1,2917
62,3,2,1,2192
87,3,1,1,2769
92,3,2,1,2233
95,3,2,2,2624
80,3,2,2,2691
90,3,2,0,1794
72,3,2,1,2848
84,3,2,1,2483
76,3,2,1,2460
75,3,1,0,2390
120,3,3,2,2274
156,3,1,0,2266
65,3,2,1,2531
64,3,2,1,2244
110,3,1,0,3055
109,3,2,2,2354
115,3,3,1,2431
90,3,2,1,2507
93,3,2,0,2493
72,3,1,1,2282
160,3,2,2,3622
100,3,2,2,1775
178,3,2,1,3305
69,3,2,0,2760
85,3,1,2,3664
78,3,2,1,2575
92,3,2,2,2690
65,3,2,0,2251
140,3,3,0,2600
360,3,1,3,1667
74,3,1,0,1665
115,3,3,1,2990
60,3,1,0,2649
80,3,1,1,2250
105,3,2,3,3727
88,3,2,0,2234
80,3,2,1,2879
100,3,2,1,2340
89,3,2,2,2998
160,3,2,0,1742
35,3,2,0,1709
56,3,1,0,2251
97,3,2,2,3355
115,3,2,2,2652
65,3,1,1,2495
65,3,2,1,2454
100,3,1,2,1709
102,3,2,2,3565
85,3,1,1,1790
120,3,2,2,3802
78,3,2,2,2717
75,3,1,1,2780
70,3,2,1,2542
78,3,2,0,2136
100,3,1,0,1995
230,3,2,2,4204
299,3,3,3,4972
114,3,1,0,2010
173,3,4,3,5771
75,3,2,1,2700
75,3,2,2,2300
78,3,2,1,3081
100,3,2,1,2854
150,3,2,0,3543
155,3,4,2,3676
121,3,3,1,3200
173,3,3,3,5851
85,3,1,1,2921
131,3,3,1,3522
300,3,4,3,6276
90,3,2,0,1862
82,3,2,2,2490
90,3,2,2,3208
95,3,3,0,3066
66,3,1,0,1566
87,3,2,0,3541
70,3,2,2,2469
80,3,3,2,3683
102,3,2,2,3610
135,3,2,2,3258
120,3,2,1,3506
150,3,3,2,2326
120,3,1,0,2856
130,3,4,2,5193
125,3,2,2,1731
85,3,2,3,3278
87,3,2,4,2893
123,3,2,2,3008
115,3,2,2,2559
145,3,2,1,3055
150,3,2,2,3591
120,3,1,1,3206
120,3,2,3,3718
100,3,2,0,2928
154,3,3,2,3068
70,3,2,1,2893
100,3,2,0,1701
89,3,1,1,3216
120,3,1,1,2651
69,3,2,1,2702
90,3,1,1,2246
150,3,3,2,4710
108,3,2,2,3201
120,3,2,5,1801
75,3,2,1,3115
80,3,2,1,2841
122,3,1,0,3246
100,3,2,0,1701
70,3,2,2,2708
88,3,2,1,3766
75,3,2,1,2206
77,3,2,1,2531
70,3,2,1,2626
125,3,3,1,2725
92,3,2,1,3721
150,3,4,3,4734
80,3,2,1,1990
140,3,2,1,3227
75,3,3,2,3083
94,3,1,1,2651
100,3,2,2,3226
73,3,2,2,2992
117,3,1,1,1666
82,3,2,1,2586
115,3,3,2,2855
100,3,1,0,2235
98,3,2,2,3809
100,3,2,0,3076
70,3,2,2,2708
140,3,2,2,3672
89,3,1,1,3046
92,3,2,2,2871
106,3,1,0,2486
143,3,2,3,1796
62,3,2,1,2651
156,3,4,2,3826
90,3,2,1,2976
69,3,2,2,2750
90,3,3,1,2943
90,3,3,2,3474
156,3,4,2,3826
100,3,2,1,1756
75,3,2,1,2276
105,3,2,2,3416
92,3,2,3,2994
90,3,2,2,2716
60,3,2,1,2607
102,3,1,1,1787
154,3,2,1,2486
90,3,2,1,3085
134,3,3,3,4207
90,3,2,0,3111
118,3,2,1,2177
100,3,2,1,3412
143,3,2,1,2919
110,3,2,2,3127
130,3,1,1,2320
82,3,2,2,3294
98,3,3,2,3561
97,3,2,2,2756
80,3,2,1,2327
92,3,1,0,2469
200,3,1,2,1774
120,3,1,0,2494
90,3,2,1,3607
75,3,2,1,2769
65,3,2,1,2664
70,3,1,1,2152
137,3,2,0,2027
105,3,3,1,3158
185,3,3,2,3528
205,3,2,1,3334
61,3,2,2,3030
75,3,1,1,3135
120,3,3,2,3323
62,3,2,1,3102
84,3,1,1,2978
123,3,2,2,3827
171,3,2,1,3728
84,3,2,2,2839
65,3,2,1,2883
84,3,2,1,3129
70,3,2,1,3514
121,3,2,1,2928
100,3,1,0,2207
110,3,1,0,2588
84,3,2,1,3033
110,3,2,2,4308
94,3,3,2,3170
90,3,2,2,3268
94,3,2,3,3398
93,3,2,2,3062
125,3,3,1,3091
79,3,2,2,3369
110,3,2,1,3083
136,3,3,2,4006
80,3,2,2,2228
120,3,2,1,2577
170,3,2,2,1869
100,3,1,0,2367
130,3,1,0,8071
120,3,2,1,1962
110,3,4,3,3995
120,3,2,1,1937
157,3,2,2,3726
83,3,2,3,3021
76,3,2,2,2798
71,3,2,2,2940
110,3,2,0,2712
110,3,3,2,3806
75,3,2,2,2928
69,3,2,2,3110
105,3,2,0,2978
91,3,2,2,3154
125,3,1,2,3388
75,3,2,1,2527
82,3,2,2,3288
75,3,2,0,3129
114,3,3,0,4340
65,3,2,1,2435
110,3,2,0,2793
129,3,2,2,3315
156,3,2,3,3596
124,3,3,1,3009
140,3,2,1,3424
280,3,3,1,3633
202,3,2,2,2186
110,3,2,2,2751
90,3,1,0,2811
118,3,2,4,3463
120,3,1,1,3113
82,3,2,2,3894
100,3,1,0,3574
63,3,2,1,2834
110,3,3,3,4262
95,3,2,2,3437
84,3,2,2,3320
75,3,2,2,3075
96,3,2,2,3060
60,3,2,0,2830
60,3,2,0,2830
130,3,2,1,3539
108,3,2,1,2945
97,3,1,1,3117
135,3,2,2,4755
95,3,2,1,3180
115,3,2,1,2674
106,3,2,2,3763
86,3,2,2,2871
120,3,1,1,3099
120,3,3,1,2675
96,3,1,1,2959
200,3,3,0,1830
129,3,3,1,3508
80,3,2,2,2550
130,3,2,2,3420
140,3,3,2,3658
85,3,2,1,3215
120,3,2,2,2751
93,3,2,2,3980
110,3,3,2,2800
160,3,2,2,2960
70,3,2,3,3409
87,3,2,2,4009
140,3,1,0,3080
180,3,3,1,3530
210,3,3,3,4689
67,3,2,2,2480
116,3,2,2,4624
130,3,4,2,4309
105,3,3,2,3688
96,3,1,1,2959
63,3,2,2,2681
130,3,2,1,3805
115,3,2,1,3351
95,3,2,2,3285
90,3,2,0,3344
84,3,1,1,6040
80,3,2,0,3063
96,3,3,1,3345
110,3,2,2,3823
101,3,2,0,3282
96,3,2,0,2623
156,3,2,1,2178
100,3,1,3,2195
150,3,4,2,2231
144,3,1,2,2984
130,3,4,0,2474
148,3,3,0,4687
84,3,1,0,3445
73,3,2,2,3126
78,3,2,2,3435
62,3,2,1,2972
175,3,2,0,2031
119,3,1,0,2775
110,3,2,0,2571
95,3,2,1,2813
105,3,2,1,4722
110,3,2,0,2091
78,3,2,2,2573
131,3,2,1,4715
200,3,3,0,3418
148,3,3,3,6985
300,3,2,1,3198
90,3,1,1,3031
109,3,2,1,3270
140,3,2,2,2082
120,3,2,2,2354
110,3,1,0,2031
180,3,2,2,4064
98,3,2,1,3951
80,3,1,1,3514
62,3,2,1,2731
95,3,2,2,3131
80,3,2,2,3703
96,3,2,2,3225
73,3,2,2,3126
100,3,3,1,3337
100,3,3,2,2151
100,3,2,2,2896
200,3,2,1,4190
100,3,2,8,2113
90,3,2,1,1921
100,3,2,3,3444
105,3,2,2,2152
126,3,2,1,3619
200,3,2,3,2184
117,3,2,2,3425
126,3,2,2,4045
150,3,3,2,2331
90,3,3,2,2081
76,3,1,1,3999
109,3,2,2,4412
160,3,3,2,2845
197,3,1,2,2422
71,3,2,1,3192
120,3,2,1,4047
102,3,2,0,3698
160,3,4,3,4917
95,3,2,3,3260
120,3,2,1,3562
159,3,2,2,3866
99,3,2,1,3012
134,3,3,2,3709
88,3,1,2,4516
150,3,2,5,2392
90,3,2,2,4365
150,3,4,3,4597
105,3,3,0,3108
150,3,2,3,2500
161,3,3,3,5035
86,3,3,2,3282
73,3,2,2,3575
136,3,4,2,3633
86,3,3,0,3707
130,3,2,1,3632
128,3,2,2,3925
83,3,1,1,2712
250,3,3,0,7718
120,3,2,1,4579
151,3,2,3,4183
71,3,2,2,3262
80,3,2,2,3122
